,recipe_id,recipe_name,average_rating,stars_shown,votes,difficulty,preparation_time,date,link,has_picture
149,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838261584873519/Suppenbruehe.html,no
150,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857731587373013/Bouillabaisse-mit-Rouille.html,no
151,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857791587375421/Hefeeis-Creme-Mandeln-und-Pflaumen.html,no
152,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857751587374083/Ochsenbaeckchen-mit-Gremolata-und-Selleriepueree.html,no
153,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858441587463398/Ballotine-vom-Perlhuhn-mit-Morchelrahm-und-Brezen.html,no
154,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858451587465062/Skrei-mit-Lachsfarce-im-Wirsingblatt-Kartoffelpueree-aus-blauen-Kartoffeln-mit-Safransosse.html,no
155,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858471587466240/Blaetterteig-Apfeltarte-mit-Karamell-Royale-und-Calvados-Sabayon.html,no
156,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858961587547657/Pulpo.html,no
157,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858971587548454/Surf-and-Turf.html,no
158,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839111584967539/STAMPEDE-Medovik-Torte-mit-Safranueberguss-Medovik-Cake-with-Saffron-Pouring.html,no
159,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860251587739034/Gyrospizza.html,no
160,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860211587734953/Senf-Kaviar.html,no
161,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860131587729601/Kekstorte-mit-Nougatcreme.html,no
162,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860031587719650/Kiwi-Schinken-Carpaccio-mit-Parmesan.html,no
163,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860011587718508/Exotische-Glasnudelsuppe-mit-wuerzigem-Rindfleisch.html,no
164,,,,,,,,,httpss://www.chefkoch.de/rezepte/3859981587716496/Kartoffel-Spargelgratin-mit-Maishaehnchenbrust.html,no
165,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839071584966000/Hollaendische-Senfsuppe.html,no
166,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838471584889603/Veganer-Schokokuchen-mit-Apfelmus.html,no
167,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838451584888073/Sauerkirsch-Kurkuma-Trunk-a-la-Kristina.html,no
168,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838431584887229/Jaegermeisterkuchen.html,no
169,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838401584882826/Bester-Kaesekuchen.html,no
170,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838381584881590/Pilzaufstrich.html,no
171,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838371584881067/Bananen-Apfel-Orangenmarmelade.html,no
172,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838361584880970/Gefuellte-Pilze.html,no
173,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838351584880216/Primadonna.html,no
174,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838341584880200/Spaghetti-Gemuesepfanne-mit-Pesto.html,no
175,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838321584879696/Vegane-Spargel-Spinat-Champignon-Lasagne.html,no
176,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838301584878413/Fischsuppe-im-Wok-auf-dem-Grill-zubereitet.html,no
177,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838281584875848/Meeresfruechte-Risotto-mit-Kabeljau-und-Riesengarnelen.html,no
178,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838271584875033/Lime-Curd-Cake.html,no
179,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838261584873519/Suppenbruehe.html,no
180,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857731587373013/Bouillabaisse-mit-Rouille.html,no
181,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857791587375421/Hefeeis-Creme-Mandeln-und-Pflaumen.html,no
182,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857751587374083/Ochsenbaeckchen-mit-Gremolata-und-Selleriepueree.html,no
183,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858441587463398/Ballotine-vom-Perlhuhn-mit-Morchelrahm-und-Brezen.html,no
184,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858451587465062/Skrei-mit-Lachsfarce-im-Wirsingblatt-Kartoffelpueree-aus-blauen-Kartoffeln-mit-Safransosse.html,no
185,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858471587466240/Blaetterteig-Apfeltarte-mit-Karamell-Royale-und-Calvados-Sabayon.html,no
186,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858961587547657/Pulpo.html,no
187,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858971587548454/Surf-and-Turf.html,no
188,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839111584967539/STAMPEDE-Medovik-Torte-mit-Safranueberguss-Medovik-Cake-with-Saffron-Pouring.html,no
189,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860251587739034/Gyrospizza.html,no
190,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860211587734953/Senf-Kaviar.html,no
191,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860131587729601/Kekstorte-mit-Nougatcreme.html,no
192,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860031587719650/Kiwi-Schinken-Carpaccio-mit-Parmesan.html,no
193,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860011587718508/Exotische-Glasnudelsuppe-mit-wuerzigem-Rindfleisch.html,no
194,,,,,,,,,httpss://www.chefkoch.de/rezepte/3859981587716496/Kartoffel-Spargelgratin-mit-Maishaehnchenbrust.html,no
195,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839071584966000/Hollaendische-Senfsuppe.html,no
196,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838471584889603/Veganer-Schokokuchen-mit-Apfelmus.html,no
197,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838451584888073/Sauerkirsch-Kurkuma-Trunk-a-la-Kristina.html,no
198,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838431584887229/Jaegermeisterkuchen.html,no
199,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838401584882826/Bester-Kaesekuchen.html,no
200,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838381584881590/Pilzaufstrich.html,no
201,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838371584881067/Bananen-Apfel-Orangenmarmelade.html,no
202,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838361584880970/Gefuellte-Pilze.html,no
203,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838351584880216/Primadonna.html,no
204,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838341584880200/Spaghetti-Gemuesepfanne-mit-Pesto.html,no
205,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838321584879696/Vegane-Spargel-Spinat-Champignon-Lasagne.html,no
206,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838301584878413/Fischsuppe-im-Wok-auf-dem-Grill-zubereitet.html,no
207,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838281584875848/Meeresfruechte-Risotto-mit-Kabeljau-und-Riesengarnelen.html,no
208,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838271584875033/Lime-Curd-Cake.html,no
209,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838261584873519/Suppenbruehe.html,no
210,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857731587373013/Bouillabaisse-mit-Rouille.html,no
211,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857791587375421/Hefeeis-Creme-Mandeln-und-Pflaumen.html,no
212,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857751587374083/Ochsenbaeckchen-mit-Gremolata-und-Selleriepueree.html,no
213,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858441587463398/Ballotine-vom-Perlhuhn-mit-Morchelrahm-und-Brezen.html,no
214,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858451587465062/Skrei-mit-Lachsfarce-im-Wirsingblatt-Kartoffelpueree-aus-blauen-Kartoffeln-mit-Safransosse.html,no
215,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858471587466240/Blaetterteig-Apfeltarte-mit-Karamell-Royale-und-Calvados-Sabayon.html,no
216,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858961587547657/Pulpo.html,no
217,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858971587548454/Surf-and-Turf.html,no
218,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839111584967539/STAMPEDE-Medovik-Torte-mit-Safranueberguss-Medovik-Cake-with-Saffron-Pouring.html,no
219,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860251587739034/Gyrospizza.html,no
220,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860211587734953/Senf-Kaviar.html,no
221,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860131587729601/Kekstorte-mit-Nougatcreme.html,no
222,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860031587719650/Kiwi-Schinken-Carpaccio-mit-Parmesan.html,no
223,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860011587718508/Exotische-Glasnudelsuppe-mit-wuerzigem-Rindfleisch.html,no
224,,,,,,,,,httpss://www.chefkoch.de/rezepte/3859981587716496/Kartoffel-Spargelgratin-mit-Maishaehnchenbrust.html,no
225,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839071584966000/Hollaendische-Senfsuppe.html,no
226,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838471584889603/Veganer-Schokokuchen-mit-Apfelmus.html,no
227,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838451584888073/Sauerkirsch-Kurkuma-Trunk-a-la-Kristina.html,no
228,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838431584887229/Jaegermeisterkuchen.html,no
229,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838401584882826/Bester-Kaesekuchen.html,no
230,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838381584881590/Pilzaufstrich.html,no
231,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838371584881067/Bananen-Apfel-Orangenmarmelade.html,no
232,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838361584880970/Gefuellte-Pilze.html,no
233,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838351584880216/Primadonna.html,no
234,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838341584880200/Spaghetti-Gemuesepfanne-mit-Pesto.html,no
235,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838321584879696/Vegane-Spargel-Spinat-Champignon-Lasagne.html,no
236,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838301584878413/Fischsuppe-im-Wok-auf-dem-Grill-zubereitet.html,no
237,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838281584875848/Meeresfruechte-Risotto-mit-Kabeljau-und-Riesengarnelen.html,no
238,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838271584875033/Lime-Curd-Cake.html,no
239,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838261584873519/Suppenbruehe.html,no
240,,,,,,,,,httpss://www.chefkoch.de/rezepte/3843011585474466/Lende-mit-gebratenem-Apfel.html,no
241,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842861585430829/Herzhaftes-Dinkelbrot-mit-Zwiebeln-und-Speck.html,no
242,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842851585427310/Rote-Linsensuppe-Albert.html,no
243,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842831585421818/Omelette-mit-suess-scharfer-Tomatensauce.html,no
244,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842731585412222/Fruchtiger-Zahlenkuchen-mit-Erdbeercreme.html,no
245,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842591585400540/Kartoffelsalat-mit-Mayonnaise-und-Thunfisch.html,no
246,,,,,,,,,httpss://www.chefkoch.de/rezepte/3346361497289078/Creme-renversee-au-caramel-gestuerzte-Karamellcreme.html,no
247,,,,,,,,,httpss://www.chefkoch.de/rezepte/3873041589365966/Wuerzige-Erdbeeren.html,no
248,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842991585472487/Bruschetta-mit-Gurke-und-Minze.html,no
249,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842981585470214/Mandelpancakes.html,no
250,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842921585468066/Eingelegte-Matjes.html,no
251,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842881585465291/Bruschetta-mit-Thunfisch-und-Rucola.html,no
252,,,,,,,,,httpss://www.chefkoch.de/rezepte/3873091589368377/Pak-Choi-Weisskohl-Gemuese-a-la-Didi.html,no
253,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872981589363195/Kretischer-Bauernsalat-Heraklion.html,no
254,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872971589362482/Lauwarmer-Spargelsalat-mit-Eier-Vinaigrette.html,no
255,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872781589331592/Garnelen-mit-Pilzen-und-bunten-Nudeln-auf-Bluetenkohl.html,no
256,,,,,,,,,httpss://www.chefkoch.de/rezepte/2869241439147974/Gefuellte-Zucchini.html,no
257,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842841585421819/Haehnchen-mit-Kormasosse-und-Reis.html,no
258,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842821585421738/Bolognese-mit-Kuerbis-fuer-Kinder.html,no
259,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842791585417064/Fredis-Visinata.html,no
260,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842781585416282/Schoko-Kirschkuchen-mit-Cheesecakefuellung.html,no
261,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842761585414555/Weintrauben-Schoko-Biskuitrolle.html,no
262,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842691585409576/Turiner-Lauchsuppe.html,no
263,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842651585407150/Gefuellte-Roastbeefroellchen.html,no
264,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842641585406614/Flat-Bread-mit-Lachs-und-Avocado.html,no
265,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842631585405898/Kinder-Bueno-Toffifee-Torte.html,no
266,,,,,,,,,httpss://www.chefkoch.de/rezepte/3867191588597722/Pink-Jostabu-Cocktail-extrem-lecker.html,no
267,,,,,,,,,httpss://www.chefkoch.de/rezepte/3867111588590568/Tomaten-Gin-Dip.html,no
268,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842521585396379/Gemuese-Curry-mit-Reis-und-Pute.html,no
269,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872831589336876/Exotisch-wuerzige-Gemuesepuffer-mit-Erdnuessen-Martabak-ala-Ampenan.html,no
270,,,,,,,,,httpss://www.chefkoch.de/rezepte/3843011585474466/Lende-mit-gebratenem-Apfel.html,no
271,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842861585430829/Herzhaftes-Dinkelbrot-mit-Zwiebeln-und-Speck.html,no
272,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842851585427310/Rote-Linsensuppe-Albert.html,no
273,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842831585421818/Omelette-mit-suess-scharfer-Tomatensauce.html,no
274,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842731585412222/Fruchtiger-Zahlenkuchen-mit-Erdbeercreme.html,no
275,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842591585400540/Kartoffelsalat-mit-Mayonnaise-und-Thunfisch.html,no
276,,,,,,,,,httpss://www.chefkoch.de/rezepte/3346361497289078/Creme-renversee-au-caramel-gestuerzte-Karamellcreme.html,no
277,,,,,,,,,httpss://www.chefkoch.de/rezepte/3873041589365966/Wuerzige-Erdbeeren.html,no
278,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842991585472487/Bruschetta-mit-Gurke-und-Minze.html,no
279,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842981585470214/Mandelpancakes.html,no
280,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842921585468066/Eingelegte-Matjes.html,no
281,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842881585465291/Bruschetta-mit-Thunfisch-und-Rucola.html,no
282,,,,,,,,,httpss://www.chefkoch.de/rezepte/3873091589368377/Pak-Choi-Weisskohl-Gemuese-a-la-Didi.html,no
283,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872981589363195/Kretischer-Bauernsalat-Heraklion.html,no
284,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872971589362482/Lauwarmer-Spargelsalat-mit-Eier-Vinaigrette.html,no
285,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872781589331592/Garnelen-mit-Pilzen-und-bunten-Nudeln-auf-Bluetenkohl.html,no
286,,,,,,,,,httpss://www.chefkoch.de/rezepte/2869241439147974/Gefuellte-Zucchini.html,no
287,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842841585421819/Haehnchen-mit-Kormasosse-und-Reis.html,no
288,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842821585421738/Bolognese-mit-Kuerbis-fuer-Kinder.html,no
289,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842791585417064/Fredis-Visinata.html,no
290,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842781585416282/Schoko-Kirschkuchen-mit-Cheesecakefuellung.html,no
291,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842761585414555/Weintrauben-Schoko-Biskuitrolle.html,no
292,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842691585409576/Turiner-Lauchsuppe.html,no
293,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842651585407150/Gefuellte-Roastbeefroellchen.html,no
294,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842641585406614/Flat-Bread-mit-Lachs-und-Avocado.html,no
295,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842631585405898/Kinder-Bueno-Toffifee-Torte.html,no
296,,,,,,,,,httpss://www.chefkoch.de/rezepte/3867191588597722/Pink-Jostabu-Cocktail-extrem-lecker.html,no
297,,,,,,,,,httpss://www.chefkoch.de/rezepte/3867111588590568/Tomaten-Gin-Dip.html,no
298,,,,,,,,,httpss://www.chefkoch.de/rezepte/3842521585396379/Gemuese-Curry-mit-Reis-und-Pute.html,no
299,,,,,,,,,httpss://www.chefkoch.de/rezepte/3872831589336876/Exotisch-wuerzige-Gemuesepuffer-mit-Erdnuessen-Martabak-ala-Ampenan.html,no
